epoch,loss,lr,val_loss
66,0.5764443874359131,1e-07,0.5855549573898315
67,0.5767109990119934,1e-07,0.5855702757835388
68,0.5758430361747742,1e-07,0.5855777263641357
69,0.5763350129127502,1e-07,0.5855867266654968
70,0.5761474370956421,1e-07,0.5855987668037415
0,0.7490894794464111,1e-04,0.6923813819885254
1,0.6680446863174438,1e-04,0.6712478399276733
2,0.6324994564056396,1e-04,0.6926419734954834
3,0.6176027059555054,1e-04,0.6728612780570984
4,0.6127583980560303,1e-04,0.6709691882133484
5,0.6078069806098938,1e-04,0.6623262763023376
6,0.6073067784309387,1e-04,0.6724643707275391
7,0.6034398078918457,1e-04,0.6655121445655823
8,0.6011818051338196,1e-04,0.646816611289978
9,0.6001147031784058,1e-04,0.6384372711181641
10,0.5974974632263184,1e-04,0.6383264064788818
11,0.5941389203071594,1e-04,0.6586952805519104
12,0.5944370031356812,1e-04,0.6492030620574951
13,0.5927608609199524,1e-04,0.6289470195770264
14,0.5915113687515259,1e-04,0.6309202909469604
15,0.5915845632553101,1e-04,0.6433683037757874
16,0.5903335213661194,1e-04,0.6234745979309082
17,0.5883980393409729,1e-04,0.6246643662452698
18,0.5880569219589233,1e-04,0.623501181602478
19,0.5866165161132812,1e-04,0.6138892769813538
20,0.5869475603103638,1e-04,0.6061946153640747
21,0.5855528116226196,1e-04,0.6088595390319824
22,0.5846168994903564,1e-04,0.6120900511741638
23,0.5840294361114502,1e-04,0.6121866703033447
24,0.5837128758430481,1e-04,0.6029510498046875
25,0.582527220249176,1e-04,0.5977327823638916
26,0.5826808214187622,1e-04,0.5979818105697632
27,0.5813762545585632,1e-04,0.6032744646072388
28,0.5815027356147766,1e-04,0.5955425500869751
29,0.5810604095458984,1e-04,0.6024287939071655
30,0.5811830163002014,1e-04,0.5997411608695984
31,0.5801762342453003,1e-04,0.5936012268066406
32,0.5797792673110962,1e-04,0.5904554128646851
33,0.5795215964317322,1e-04,0.5923599600791931
0,0.7514222264289856,1e-04,0.6959271430969238
1,0.6691920161247253,1e-04,0.6746362447738647
2,0.6319003701210022,1e-04,0.6569593548774719
3,0.6170805096626282,1e-04,0.6469802260398865
4,0.6130509972572327,1e-04,0.6504178643226624
5,0.608711302280426,1e-04,0.6417791843414307
6,0.6042017936706543,1e-04,0.6405408978462219
7,0.6042155623435974,1e-04,0.6376280784606934
8,0.6010737419128418,1e-04,0.645840048789978
9,0.5974170565605164,1e-04,0.6175256371498108
10,0.5964389443397522,1e-04,0.6177493929862976
11,0.5945497155189514,1e-04,0.613064706325531
12,0.5942502617835999,1e-04,0.6440296769142151
13,0.592525839805603,1e-04,0.6134204268455505
14,0.5917280316352844,1e-04,0.6187515258789062
15,0.5901590585708618,1e-04,0.6065621376037598
16,0.5888404250144958,1e-04,0.6126152873039246
17,0.5879530906677246,1e-04,0.6030879020690918
18,0.5880005359649658,1e-04,0.6024360656738281
19,0.5862760543823242,1e-04,0.5985210537910461
20,0.5864578485488892,1e-04,0.5994121432304382
21,0.5852530002593994,1e-04,0.600052535533905
22,0.5842275619506836,1e-04,0.59466153383255
23,0.5828375220298767,1e-04,0.5981655716896057
24,0.582189679145813,1e-04,0.588525116443634
25,0.5819451808929443,1e-04,0.5892767906188965
26,0.5810226798057556,1e-04,0.5873062610626221
27,0.5805050134658813,1e-04,0.5868305563926697
28,0.5800524950027466,1e-04,0.5886186957359314
29,0.5797383785247803,1e-04,0.5883546471595764
30,0.5793074369430542,1e-04,0.5904324054718018
31,0.5786201357841492,1e-04,0.5864430069923401
32,0.5780778527259827,1e-04,0.5900589823722839
33,0.5768533945083618,1e-04,0.586316704750061
34,0.5773682594299316,1e-04,0.5876179337501526
35,0.5759891271591187,1e-04,0.5864266157150269
36,0.5760068893432617,1e-04,0.5858509540557861
37,0.575434148311615,1e-04,0.5848028659820557
38,0.5755624175071716,1e-04,0.5847303867340088
39,0.5748797059059143,1e-04,0.5814628005027771
40,0.5743545889854431,1e-04,0.5833970904350281
41,0.5739848017692566,1e-04,0.5812575817108154
42,0.5734272599220276,1e-04,0.5856088995933533
43,0.5732812285423279,1e-04,0.5823442339897156
44,0.57313472032547,1e-04,0.5832762122154236
45,0.5732393860816956,1e-04,0.5814107656478882
46,0.5729242563247681,1e-04,0.585930347442627
47,0.5727548599243164,1e-05,0.5851291418075562
48,0.5720376372337341,1e-05,0.582917332649231
49,0.5718896389007568,1e-05,0.5820050835609436
50,0.5717113614082336,1e-05,0.5804516673088074
51,0.5717664957046509,1e-05,0.5793718695640564
52,0.5714888572692871,1e-05,0.5785112977027893
53,0.5715611577033997,1e-05,0.5782828330993652
54,0.5714718699455261,1e-05,0.5776499509811401
55,0.5714205503463745,1e-05,0.577180802822113
56,0.571212649345398,1e-05,0.576561689376831
57,0.5710263252258301,1e-05,0.5759071707725525
58,0.5712960958480835,1e-05,0.575516402721405
59,0.5710050463676453,1e-05,0.5755370259284973
60,0.5709665417671204,1e-05,0.5755061507225037
61,0.5707509517669678,1e-05,0.5748841166496277
62,0.5710588097572327,1e-05,0.5747700333595276
63,0.5706173777580261,1e-05,0.5746619701385498
64,0.5709387063980103,1e-05,0.5745287537574768
65,0.5707811713218689,1e-05,0.5746356844902039
66,0.570662260055542,1e-05,0.5747173428535461
67,0.5708338618278503,1e-05,0.5746683478355408
68,0.570377767086029,1e-05,0.5746160745620728
69,0.5708109140396118,1e-05,0.5748270153999329
70,0.5705817341804504,1e-06,0.5746957063674927
71,0.5706762075424194,1e-06,0.5746499300003052
72,0.5704953074455261,1e-06,0.5746050477027893
73,0.570615291595459,1e-06,0.5745993852615356
74,0.570523738861084,1e-06,0.5745757818222046
75,0.5702791810035706,1e-07,0.574593722820282
76,0.5705358386039734,1e-07,0.5746152997016907
77,0.5705351829528809,1e-07,0.5746392607688904
78,0.5706458687782288,1e-07,0.5746673941612244
79,0.5707373023033142,1e-07,0.574695348739624
80,0.5703883171081543,1e-07,0.5747261643409729
81,0.5702953934669495,1e-07,0.5747575163841248
82,0.5703385472297668,1e-07,0.5747893452644348
83,0.5708048939704895,1e-07,0.5748212933540344
84,0.5703362822532654,1e-07,0.5748535990715027
