epoch,loss,lr,val_loss
0,0.7277479767799377,1e-04,0.7011252045631409
1,0.675363302230835,1e-04,0.6805296540260315
2,0.6499296426773071,1e-04,0.6641981601715088
3,0.6252304315567017,1e-04,0.6669625639915466
4,0.6136658787727356,1e-04,0.6681669354438782
5,0.6066529750823975,1e-04,0.6787243485450745
6,0.6036120653152466,1e-04,0.6786852478981018
7,0.5989140868186951,1e-04,0.6689013838768005
8,0.5973243117332458,1e-05,0.6659401655197144
9,0.5957949757575989,1e-05,0.6628135442733765
0,0.7322620153427124,1e-04,0.6973356604576111
1,0.660774290561676,1e-04,0.6658036112785339
0,0.7748640179634094,1e-04,0.6974456906318665
1,0.6806303262710571,1e-04,0.6689115166664124
2,0.6366757750511169,1e-04,0.6569789052009583
3,0.6158295273780823,1e-04,0.648104727268219
4,0.6130576729774475,1e-04,0.6450117230415344
5,0.6090689301490784,1e-04,0.6375405788421631
6,0.6061155796051025,1e-04,0.6412542462348938
7,0.6014373302459717,1e-04,0.6265774965286255
8,0.600386381149292,1e-04,0.6238337755203247
9,0.5990799069404602,1e-04,0.6227549314498901
0,0.7379514575004578,1e-04,0.6910220980644226
1,0.6734796166419983,1e-04,0.6727792620658875
2,0.6462761759757996,1e-04,0.6687589883804321
3,0.6268442869186401,1e-04,0.6738834977149963
4,0.6105730533599854,1e-04,0.6761047840118408
5,0.6043173670768738,1e-04,0.6653465032577515
6,0.6029993295669556,1e-04,0.6888935565948486
7,0.6009981632232666,1e-04,0.6655300259590149
8,0.5967446565628052,1e-04,0.6757686138153076
0,0.7413827776908875,1e-04,0.7121500968933105
1,0.6647161841392517,1e-04,0.6970640420913696
2,0.6339641809463501,1e-04,0.6718311309814453
0,0.7422685027122498,1e-04,0.6911016702651978
1,0.6618256568908691,1e-04,0.6721853613853455
2,0.6284347176551819,1e-04,0.6481167674064636
3,0.6174348592758179,1e-04,0.6402222514152527
4,0.6137502193450928,1e-04,0.6678928136825562
5,0.6118559837341309,1e-04,0.6373036503791809
6,0.6079033017158508,1e-04,0.6214571595191956
7,0.6040140390396118,1e-04,0.6310709714889526
8,0.6007983684539795,1e-04,0.627234697341919
9,0.5991132855415344,1e-04,0.6194970011711121
10,0.5984340906143188,1e-04,0.6273225545883179
11,0.5949580669403076,1e-04,0.619147777557373
12,0.5941248536109924,1e-04,0.613528311252594
13,0.5931136608123779,1e-04,0.6227458715438843
14,0.5914649367332458,1e-04,0.6179280877113342
15,0.590889036655426,1e-04,0.6106163859367371
16,0.588448703289032,1e-04,0.6117692589759827
17,0.5890106558799744,1e-04,0.6232284903526306
18,0.5883197784423828,1e-04,0.6172678470611572
19,0.5861629843711853,1e-04,0.609234631061554
20,0.5859785079956055,1e-04,0.6064358353614807
21,0.5859057903289795,1e-04,0.6066678166389465
22,0.5841207504272461,1e-04,0.6077774167060852
23,0.5840392708778381,1e-04,0.6091408729553223
24,0.5845444798469543,1e-04,0.6020355224609375
25,0.5834408402442932,1e-04,0.6015080213546753
26,0.5823549032211304,1e-04,0.6058076620101929
27,0.5813218951225281,1e-04,0.6117295026779175
28,0.5818360447883606,1e-04,0.6132717728614807
29,0.5808826684951782,1e-04,0.60856032371521
30,0.581133246421814,1e-04,0.6019744873046875
31,0.5801122188568115,1e-05,0.599357545375824
32,0.5795754790306091,1e-05,0.5969050526618958
33,0.5786752104759216,1e-05,0.5955665111541748
34,0.578771710395813,1e-05,0.5943236351013184
35,0.5784698724746704,1e-05,0.5924227833747864
36,0.5782321691513062,1e-05,0.5928401350975037
37,0.578403890132904,1e-05,0.5912221670150757
38,0.5780755877494812,1e-05,0.5898617506027222
39,0.5776655673980713,1e-05,0.5886762142181396
40,0.5776506662368774,1e-05,0.5883557796478271
41,0.5781046748161316,1e-05,0.5878128409385681
42,0.5774215459823608,1e-05,0.5870411396026611
43,0.5772593021392822,1e-05,0.5869593620300293
44,0.5773577094078064,1e-05,0.5868480205535889
45,0.5769798755645752,1e-05,0.5867313742637634
46,0.5776907205581665,1e-05,0.5869179964065552
47,0.5773548483848572,1e-05,0.5872054696083069
48,0.5768176317214966,1e-05,0.5866408348083496
49,0.5768615007400513,1e-05,0.5865121483802795
50,0.5767009258270264,1e-05,0.5853829383850098
51,0.5775418281555176,1e-05,0.5859728455543518
52,0.5764312148094177,1e-05,0.5863595008850098
53,0.5768564343452454,1e-05,0.5861120820045471
54,0.5762898921966553,1e-05,0.585832953453064
55,0.5761815905570984,1e-05,0.5856754779815674
56,0.5764415264129639,1e-06,0.5857122540473938
57,0.576405942440033,1e-06,0.5857028365135193
58,0.5766211748123169,1e-06,0.5857360363006592
59,0.5762032866477966,1e-06,0.58567214012146
60,0.5765256881713867,1e-06,0.5856389999389648
61,0.5757440328598022,1e-07,0.5856105089187622
62,0.5761814117431641,1e-07,0.5855867862701416
63,0.5758090019226074,1e-07,0.5855726003646851
64,0.5760776996612549,1e-07,0.5855677127838135
65,0.5769174098968506,1e-07,0.5855574011802673
